state,player,yrs
Iowa,Kevin Kunnert,9
Iowa,Raef LaFrentz,10
Iowa,Loren Meyer,3
Iowa,Todd Mundt,1
Iowa,Patrick O'Bryant,4
Iowa,Brett Szabo,1
Iowa,Luke Zeller,1
Kansas,Alvan Adams,13
Kansas,Lucius Allen,10
Kansas,Ron Baker,1
Kansas,Willie Cauley-Stein,2
Kansas,Greg Dreiling,10
Kansas,Larry Drew,10
Kansas,Maurice Evans,9
Kansas,Matt Freije,2
Kansas,Adrian Griffin,9
Kansas,Scott Hastings,11
Kansas,Steve Henson,7
Kansas,Steven Hill,1
Kansas,Lionel Hollins,10
Kansas,Byron Houston,4
Kansas,Warren Jabali,7
Kansas,Martin Lewis,2
Kansas,Ed Nealy,10
Kansas,Melvin Sanders,1
Kansas,Paul Shirley,3
Kansas,Wayne Simien,2
Kansas,Earl Watson,13
Kansas,Scott Wedman,13
Kansas,Korleone Young,1
Kentucky,Derek Anderson,11
Kentucky,Bob Arnzen,4
Kentucky,Bird Averitt,5
Kentucky,Steve Bardo,3
Kentucky,Butch Beard,9
Kentucky,Winston Bennett,3
Kentucky,Phil Bond,1
Kentucky,Greg Buckner,10
Kentucky,Rex Chapman,12
Kentucky,Glen Combs,7
Kentucky,Jimmy Conner,1
Kentucky,Dave Cowens*,11
Kentucky,Wesley Cox,2
Kentucky,Jerry Eaves,4
Kentucky,Jack Givens,2
Kentucky,Darrell Griffith,10
Kentucky,Anthony Grundy,1
Kentucky,Joe Hamilton,6
Kentucky,Kenny Higgs,3
Kentucky,Scotty Hopson,1
Kentucky,Allan Houston,12
Kentucky,Tony Jackson,1
Kentucky,Larry Johnson,1
Kentucky,Ron King,1
Kentucky,Frank Kornet,2
Kentucky,Shelvin Mack,6
Kentucky,Rudy Macklin,3
Kentucky,Jim McDaniels,5
Kentucky,Bob Miller,1
Kentucky,Darius Miller,3
Kentucky,Dirk Minniefield,3
Kentucky,Dwayne Morton,1
Kentucky,Scott Padgett,8
Kentucky,Jim Price,7
Kentucky,Rajon Rondo,11
Kentucky,D'Angelo Russell,2
Kentucky,Alvin Sims,1
Kentucky,Donta Smith,2
Kentucky,Nolan Smith,2
Kentucky,Felton Spencer,12
Kentucky,Vince Taylor,1
Kentucky,Ronald Thomas,4
Kentucky,Melvin Turpin,5
Kentucky,Wes Unseld*,13
Kentucky,Bob Warren,8
Kentucky,Bubba Wells,1
Kentucky,DeJuan Wheat,2
Kentucky,Chris Whitney,11
Kentucky,Rick Wilson,2
Louisiana,D.J. Augustin,9
Louisiana,Brandon Bass,12
Louisiana,Benoit Benjamin,15
Louisiana,David Benoit,7
Louisiana,Tim Breaux,3
Louisiana,Kedrick Brown,4
Louisiana,Markel Brown,2
Louisiana,Tierre Brown,4
Louisiana,Stanley Brundy,1
Louisiana,Howard Carter,2
Louisiana,Don Chaney,12
Louisiana,Glen Davis,8
Louisiana,Mark Davis,5
Louisiana,Bryce Drew,6
Louisiana,Clyde Drexler*,15
Louisiana,Chris Duhon,9
Louisiana,Joe Dumars*,14
Louisiana,Ledell Eackles,7
Louisiana,Sherell Ford,1
Louisiana,Langston Galloway,3
Louisiana,Danny Granger,10
Louisiana,Tommie Green,1
Louisiana,Tony Harris,3
Louisiana,Elvin Hayes*,16
Louisiana,Rod Higgins,13
Louisiana,Jerald Honeycutt,2
Louisiana,Jaren Jackson,12
Louisiana,Aaron James,5
Louisiana,Antawn Jamison,16
Louisiana,Avery Johnson,16
Louisiana,Carldell Johnson,1
Louisiana,Dave Johnson,2
Louisiana,Ervin Johnson,13
Louisiana,Marques Johnson,11
Louisiana,Damian Jones,1
Louisiana,Jimmy Jones,10
Louisiana,Perry Jones,3
Louisiana,Steve Jones,9
Louisiana,Harold Keeling,1
Louisiana,Carl Kilpatrick,1
Louisiana,Gerard King,3
Louisiana,Oliver Lafayette,1
Louisiana,Edmund Lawrence,1
Louisiana,Rashard Lewis,16
Louisiana,Randy Livingston,11
Louisiana,Karl Malone*,19
Louisiana,Jarell Martin,2
Louisiana,Elijah Millsap,2
Louisiana,Paul Millsap,11
Louisiana,Greg Monroe,7
Louisiana,Calvin Natt,11
Louisiana,Kenny Natt,3
Louisiana,Kelly Oubre,2
Louisiana,Robert Pack,13
Louisiana,Gerald Paddio,3
Louisiana,Robert Parish*,21
Louisiana,Elfrid Payton,3
Louisiana,Bobby Phills,9
Louisiana,Cincinnatus Powell,8
Louisiana,Anthony Pullard,1
Louisiana,Chris Quinn,6
Louisiana,James Ray,3
Louisiana,Eldridge Recasner,8
Louisiana,Larry Robinson,7
Louisiana,Donald Royal,8
Louisiana,John Rudd,1
Louisiana,Robert Sacre,4
Louisiana,Mike Sanders,11
Louisiana,Bruce Seals,5
Louisiana,James Silas,10
Louisiana,Walter Simon,7
Louisiana,Donald Sloan,5
Louisiana,Keith Smart,1
Louisiana,Mike Smith,1
Louisiana,Sam Smith,2
Louisiana,Stromile Swift,9
Louisiana,Collis Temple,1
Louisiana,Garrett Temple,7
Louisiana,Billy Thomas,3
Louisiana,Tyrus Thomas,8
Louisiana,Marcus Thornton,8
Louisiana,Von Wafer,6
Louisiana,Randy White,5
Louisiana,Morlon Wiley,7
Louisiana,Brandon Williams,3
Louisiana,Hot Rod Williams,13
Louisiana,Nate Williams,8
Louisiana,Dedric Willoughby,1
Louisiana,Nikita Wilson,1
Louisiana,Orlando Woolridge,13
Louisiana,Larry Wright,6
Louisiana,Thaddeus Young,10
Louisiana,Tony Zeno,1
Louisiana,Derrick Zimmerman,1
Maine,Jeff Turner,10
Maryland,Ken Bannister,5
Maryland,Will Barton,5
Maryland,Dave Batton,2
Maryland,Lonny Baxter,4
Maryland,Michael Beasley,9
Maryland,Norman Black,1
Maryland,Muggsy Bogues,14
Maryland,Josh Boone,4
Maryland,Keith Booth,2
Maryland,Charles Bradley,3
Maryland,Dudley Bradley,9
Maryland,Reggie Bullock,4
Maryland,Evers Burns,1
Maryland,Sam Cassell,15
Maryland,Marcus Cousin,1
Maryland,Dante Cunningham,8
Maryland,Quintin Dailey,10
Maryland,Malcolm Delaney,1
Maryland,Juan Dixon,7
Maryland,Joey Dorsey,4
Maryland,Terry Dozier,1
Maryland,Jerome Dyson,1
Maryland,Corsley Edwards,1
Maryland,Kim English,1
Maryland,Duane Ferrell,11
Maryland,Danny Ferry,13
Maryland,Steve Francis,9
Maryland,Rudy Gay,11
Maryland,Jerian Grant,2
Maryland,Devin Gray,2
Maryland,Jeff Green,9
Maryland,Kevin Henderson,2
Maryland,Jarrett Jack,11
Maryland,Tracy Jackson,3
Maryland,Thomas Jordan,1
Maryland,Ty Lawson,8
Maryland,Kurk Lee,1
Maryland,Reggie Lewis,6
Maryland,Matt Maloney,6
Maryland,Chris McCray,1
Maryland,Rodney McGruder,1
Maryland,Rodney Monroe,1
Maryland,Terence Morris,3
Maryland,Gary Neal,6
Maryland,Daniel Ochefu,1
Maryland,Victor Oladipo,4
Maryland,Arinze Onuaku,3
Maryland,Dennis Scott,10
Maryland,Josh Selby,2
Maryland,Dickey Simpkins,7
Maryland,Henry Sims,4
Maryland,Larry Spriggs,5
Maryland,DaJuan Summers,4
Maryland,Mike Sweetney,4
Maryland,Marvin Webster,10
Maryland,Reggie Williams,10
Maryland,Kennard Winchester,3
Maryland,David Wingate,15
Maryland,Perry Young,1
Massachusetts,Jeff Adrien,5
Massachusetts,John Amaechi,5
Massachusetts,Antonio Anderson,1
Massachusetts,Cedric Ball,1
Massachusetts,Dana Barros,14
Massachusetts,Travis Best,10
Massachusetts,Bob Bigelow,4
Massachusetts,Will Blalock,1
Massachusetts,Michael Bradley,5
Massachusetts,Bob Carrington,2
Massachusetts,Michael Carter-Williams,4
Massachusetts,Pat Connaughton,2
Massachusetts,Bill Curley,5
Massachusetts,Vinny Del Negro,12
Massachusetts,Terry Driscoll,5
Massachusetts,Patrick Ewing,1
Massachusetts,Matt Geiger,10
Massachusetts,Adam Harrington,1
Massachusetts,Chris Herren,2
Massachusetts,Randell Jackson,2
Massachusetts,Bill Laimbeer,14
Massachusetts,Jake Layman,1
Massachusetts,Ron Lee,6
Massachusetts,Dwayne McClain,1
Massachusetts,Shabazz Napier,3
Massachusetts,Georges Niang,1
Massachusetts,Demetris Nichols,2
Massachusetts,Nerlens Noel,3
Massachusetts,Courtney Sims,2
Massachusetts,Wayne Turner,1
Massachusetts,Noah Vonleh,3
Michigan,Maurice Ager,4
Michigan,Victor Alexander,5
Michigan,Keith Appling,1
Michigan,B.J. Armstrong,11
Michigan,Shane Battier,13
Michigan,Charlie Bell,7
Michigan,Ricky Berry,1
Michigan,Devin Booker,2
Michigan,John Brisker,6
Michigan,P.J. Brown,15
Michigan,Willie Burton,8
Michigan,Demetrius Calip,1
Michigan,Geno Carlisle,1
Michigan,Wilson Chandler,9
Michigan,Mateen Cleaves,6
Michigan,Fred Cofield,2
Michigan,Duane Cooper,2
Michigan,Chris Crawford,7
Michigan,Joe Crawford,1
Michigan,Jordan Crawford,4
Michigan,Earl Cureton,12
Michigan,Mel Daniels*,9
Michigan,Deyonta Davis,1
Michigan,Johnny Davis,10
Michigan,Paul Davis,4
Michigan,Paul Dawkins,1
Michigan,Andrew DeClercq,10
Michigan,Derrick Dial,4
Michigan,Chris Douglas-Roberts,6
Michigan,Terry Duerod,4
Michigan,Charles Edge,2
Michigan,Howard Eisley,12
Michigan,Bob Elliott,3
Michigan,Desmon Farmer,2
Michigan,Kay Felder,1
Michigan,Desmond Ferguson,1
Michigan,Marcus Fizer,6
Michigan,Bryn Forbes,1
Michigan,Tony Fuller,1
Michigan,Terry Furlow,4
Michigan,Derrick Gervin,2
Michigan,George Gervin*,14
Michigan,Ben Gillery,1
Michigan,Jeff Grayer,9
Michigan,Draymond Green,5
Michigan,Willie Green,12
Michigan,Paul Griffin,7
Michigan,Malik Hairston,2
Michigan,Darvin Ham,8
Michigan,Ben Handlogten,2
Michigan,Alan Hardy,2
Michigan,Manny Harris,3
Michigan,Robert Hawkins,4
Michigan,Nate Huffman,1
Michigan,Jermaine Jackson,5
Michigan,Darryl Johnson,1
Michigan,Ken Johnson,1
Michigan,Magic Johnson*,13
Michigan,Bill Jones,1
Michigan,Chris Kaman,13
Michigan,Negele Knight,6
Michigan,Joe Kopicki,3
Michigan,Tom LaGarde,6
Michigan,Voshon Lenard,11
Michigan,Kevin Loder,3
Michigan,Grant Long,15
Michigan,John Long,14
Michigan,Kalin Lucas,1
Michigan,Mark Macon,6
Michigan,Dan Majerle,14
Michigan,Devyn Marble,2
Michigan,Roy Marble,2
Michigan,Donny Marshall,5
Michigan,Kenyon Martin,15
Michigan,Bill Mayfield,1
Michigan,Tim McCormick,8
Michigan,JaVale McGee,9
Michigan,Anthony Miller,8
Michigan,Terry Mills,11
Michigan,Eric Money,6
Michigan,Ira Newble,8
Michigan,Connie Norman,3
Michigan,Mike Peplowski,3
Michigan,Morris Peterson,11
Michigan,Gary Plummer,2
Michigan,Ben Poquette,10
Michigan,Shawn Respert,4
Michigan,Jason Richardson,13
Michigan,Anthony Roberson,3
Michigan,Terrance Roberson,1
Michigan,Tony Robertson,2
Michigan,Eddie Robinson,5
Michigan,Carlos Rogers,8
Michigan,Jalen Rose,13
Michigan,Dan Roundfield,12
Michigan,Guy Rucker,1
Michigan,Walker Russell,1
Michigan,Walker Russell,6
Michigan,Steve Scheffler,7
Michigan,Tom Scheffler,1
Michigan,Brent Scott,1
Michigan,John Shasky,3
Michigan,Ralph Simpson,10
Michigan,Doug Smith,5
Michigan,Keith Smith,1
Michigan,Steve Smith,14
Michigan,Matt Steigenga,1
Michigan,Barry Stevens,1
Michigan,Maurice Taylor,9
Michigan,Rudy Tomjanovich,11
Michigan,Robert Traylor,7
Michigan,Terry Tyler,11
Michigan,Tyler Ulis,1
Michigan,Denzel Valentine,1
Michigan,Loy Vaught,11
Michigan,Jay Vincent,9
Michigan,Sam Vincent,7
Michigan,Chris Webber,15
Michigan,Robert Whaley,1
Michigan,Shayne Whittington,2
Michigan,James Young,3
Minnesota,Cole Aldrich,7
Minnesota,Alan Anderson,8
Minnesota,Troy Bell,1
Minnesota,Randy Breuer,11
Minnesota,Ben Coleman,5
Minnesota,Tom Copa,1
Minnesota,Khalid El-Amin,1
Minnesota,Chris Engler,5
Minnesota,Devean George,11
Minnesota,Kris Humphries,13
Minnesota,Sam Jacobson,3
Minnesota,Tyus Jones,2
Minnesota,Alec Kessler,4
Minnesota,Arvid Kramer,1
Minnesota,Jeff Lamp,6
Minnesota,Jon Leuer,6
Minnesota,Brad Lohaus,11
Minnesota,Kevin Lynch,2
Minnesota,Bob Martin,2
Minnesota,Kevin McHale*,13
Minnesota,Kevin McKenna,6
Minnesota,Mike Muscala,4
Minnesota,Jeff Nordgaard,1
Minnesota,Mark Olberding,12
Minnesota,Jim Petersen,8
Minnesota,Joel Przybilla,13
Minnesota,Mark Randall,4
Minnesota,John Thomas,5
Minnesota,Rashad Vaughn,2
Minnesota,Matt Wenstrom,1
Minnesota,Royce White,1
Minnesota,Trevor Winter,1
Minnesota,Nate Wolters,2
Mississippi,Mahmoud Abdul-Rauf,9
Mississippi,Earl Barron,8
Mississippi,Billy Ray Bates,4
Mississippi,Jonathan Bender,8
Mississippi,Melvin Booker,2
Mississippi,Alonzo Bradley,3
Mississippi,Dee Brown,2
Mississippi,Rickey Brown,5
Mississippi,Jackie Butler,3
Mississippi,Isaiah Canaan,4
Mississippi,Maurice Carter,1
Mississippi,Harvey Catchings,11
Mississippi,Terry Catledge,8
Mississippi,E.C. Coleman,6
Mississippi,Joe Courtney,4
Mississippi,Erick Dampier,16
Mississippi,Ronald Dupree,6
Mississippi,Keith Edmonson,2
Mississippi,Monta Ellis,12
Mississippi,Alphonso Ford,2
Mississippi,Gerald Glass,4
Mississippi,Lancaster Gordon,4
Mississippi,Litterial Green,5
Mississippi,Mike Green,7
Mississippi,Tang Hamilton,1
Mississippi,Othella Harrington,12
Mississippi,Antonio Harvey,8
Mississippi,Spencer Haywood*,13
Mississippi,Rodney Hood,3
Mississippi,Eddie Hughes,3
Mississippi,Lindsey Hunter,17
Mississippi,Al Jefferson,13
Mississippi,Clay Johnson,3
Mississippi,George Johnson,13
Mississippi,John Johnson,12
Mississippi,Trey Johnson,3
Mississippi,Charles Jones,4
Mississippi,Randolph Keys,5
Mississippi,Sam Lacey,13
Mississippi,Wendell Ladner,5
Mississippi,Ronnie Lester,6
Mississippi,Danny Manning,15
Mississippi,Ed Manning,9
Mississippi,Antonio McDyess,15
Mississippi,Derrick McKey,15
Mississippi,Dyron Nix,1
Mississippi,Audie Norris,3
Mississippi,Sylvester Norris,1
Mississippi,Willie Norwood,7
Mississippi,Johnny O'Bryant,2
Mississippi,Travis Outlaw,11
Mississippi,Kenny Payne,4
Mississippi,Michael Phelps,3
Mississippi,Justin Reed,3
Mississippi,James Robinson,7
Mississippi,Purvis Short,12
Mississippi,Larry Smith,13
Mississippi,John Stroud,1
Mississippi,Sedric Toney,5
Mississippi,Henry Ward,2
Mississippi,Eric Washington,2
Mississippi,Slick Watts,6
Mississippi,Clarence Weatherspoon,13
Mississippi,Nick Weatherspoon,7
Mississippi,Dwayne Whitfield,1
Mississippi,Mo Williams,13
Missouri,Blake Ahearn,3
Missouri,Kim Anderson,1
Missouri,Bradley Beal,5
Missouri,Anthony Bonner,6
Missouri,Alec Burks,5
Missouri,Chris Carr,6
Missouri,Hiram Fuller,1
Missouri,Bill Garnett,4
Missouri,Ben Hansbrough,1
Missouri,Tyler Hansbrough,7
Missouri,Josh Harrellson,3
Missouri,Steve Harris,5
Missouri,Derek Hood,1
Missouri,Larry Hughes,13
Missouri,Robin Jones,2
Missouri,David Lee,12
Missouri,Tyronn Lue,11
Missouri,Cuonzo Martin,2
Missouri,Patrick McCaw,1
Missouri,Ben McLemore,4
Missouri,Gene Moore,7
Missouri,Ivano Newbill,3
Missouri,Anthony Peeler,13
Missouri,Otto Porter,4
Missouri,Willie Reed,2
Missouri,Brandon Rush,9
Missouri,Kareem Rush,7
Missouri,Scott Sims,1
Missouri,Steve Stipanovich,5
Missouri,David Thirdkill,5
Missouri,Malcolm Thomas,4
Missouri,Anthony Tolliver,9
Missouri,Dean Tolson,3
Missouri,Jahidi White,7
Missouri,Jo Jo White*,12
Missouri,Loren Woods,6
Montana,Brad Holland,3
Montana,Phil Jackson*,12
Montana,Coby Karl,2
Montana,Larry Krystkowiak,9
Montana,Mike Lewis,6
Montana,Adam Morrison,3
Montana,Keith Tower,4
Nebraska,Mike Higgins,2
Nebraska,Fred Hoiberg,10
Nebraska,Dave Hoppen,6
Nebraska,Rich King,4
Nebraska,Bart Kofoed,5
Nebraska,Mark Pope,6
Nebraska,Alex Stivrins,2
Nebraska,Rex Walters,7
Nevada,Greg Anthony,11
Nevada,Marcus Banks,8
Nevada,Ricky Davis,12
Nevada,Pat Garrity,10
Nevada,Darington Hobson,1
Nevada,Willie Smith,4
Nevada,C.J. Watson,10
New Hampshire,Matt Bonner,12
New Jersey,Rafael Addison,6
New Jersey,Malik Allen,10
New Jersey,Wade Baldwin,1
New Jersey,Rick Barry*,14
New Jersey,Mike Bibby,14
New Jersey,Alex Blackwell,1
New Jersey,Ira Bowman,3
New Jersey,Marques Bragg,1
New Jersey,Gary Brokaw,4
New Jersey,MarShon Brooks,3
New Jersey,Mike Brown,11
New Jersey,Mark Bryant,15
New Jersey,Andrew Bynum,8
New Jersey,Tony Campbell,11
New Jersey,Derrick Caracter,1
New Jersey,Rakeem Christmas,2
New Jersey,Earl Clark,6
New Jersey,Chris Copeland,4
New Jersey,Hollis Copeland,2
New Jersey,Joe Crispin,1
New Jersey,John Crotty,11
New Jersey,Brian Davis,1
New Jersey,Kenneth Faried,6
New Jersey,Chris Ford,10
New Jersey,Jimmy Foster,2
New Jersey,Randy Foye,11
New Jersey,Gary Garland,1
New Jersey,Chris Gatling,11
New Jersey,Reggie Geary,2
New Jersey,Tate George,4
New Jersey,Gerald Govan,9
New Jersey,Greg Grant,6
New Jersey,Al Harrington,16
New Jersey,Gerald Henderson,8
New Jersey,Roy Hinson,8
New Jersey,Dennis Horner,1
New Jersey,Bobby Hurley,5
New Jersey,Horace Jenkins,1
New Jersey,Dahntay Jones,12
New Jersey,Chad Kinch,1
New Jersey,Brandin Knight,1
New Jersey,Brevin Knight,12
New Jersey,Mo Layton,5
New Jersey,George Lehmann,7
New Jersey,Bob McCann,5
New Jersey,Forrest McKenzie,1
New Jersey,Roshown McLeod,3
New Jersey,Glenn Mosley,2
New Jersey,Xavier Munford,1
New Jersey,Eric Murdock,9
New Jersey,Troy Murphy,12
New Jersey,Mike O'Koren,8
New Jersey,Shaquille O'Neal*,19
New Jersey,Joe Pace,2
New Jersey,Billy Paultz,15
New Jersey,Aulcie Perry,1
New Jersey,Tim Perry,8
New Jersey,Kasib Powell,1
New Jersey,A.J. Price,6
New Jersey,Rodrick Rhodes,3
New Jersey,Malachi Richardson,1
New Jersey,David Rivers,3
New Jersey,Dennis Rodman*,14
New Jersey,Lou Roe,2
New Jersey,Brian Rowsom,3
New Jersey,James Scott,1
New Jersey,Chris Smith,1
New Jersey,J.R. Smith,13
New Jersey,Jim Spanarkel,5
New Jersey,Brian Taylor,10
New Jersey,Tyshawn Taylor,2
New Jersey,Tim Thomas,13
New Jersey,Billy Thompson,6
New Jersey,Jason Thompson,8
New Jersey,Karl-Anthony Towns,2
New Jersey,Kelly Tripucka,10
New Jersey,Bob Verga,6
New Jersey,Dajuan Wagner,4
New Jersey,Milt Wagner,2
New Jersey,Darryl Watkins,2
New Jersey,David West,14
New Jersey,Clinton Wheeler,2
New Jersey,Eric Williams,12
New Jersey,Jay Williams,1
New Jersey,Bill Willoughby,8
New Jersey,Garry Witts,1
New Jersey,Luther Wright,1
New Mexico,Cedric Jackson,1
New Mexico,Damion James,4
New Mexico,Alex Kirk,1
New Mexico,Matt Othick,1
New Mexico,Andre Roberson,4
New Mexico,Rudy White,5
New York,Zaid Abdul-Aziz,10
New York,Kareem Abdul-Jabbar*,20
New York,Derrick Alston,3
New York,Rafer Alston,11
New York,Kenny Anderson,14
New York,Kyle Anderson,3
New York,Carmelo Anthony,14
New York,Tiny Archibald*,13
New York,Joe Arlauckas,1
New York,Hilton Armstrong,6
New York,Renaldo Balkman,6
New York,Erick Barkley,2
New York,Andre Barrett,4
New York,Brent Barry,14
New York,Eddie Basden,1
New York,Ron Behagen,7
New York,Walter Berry,3
New York,Joe Binion,1
New York,James Blackwell,1
New York,Andray Blatche,9
New York,Mark Blount,9
New York,Curtis Borchardt,2
New York,Jim Bostic,1
New York,Elton Brand,17
New York,Frank Brickowski,12
New York,Dave Britton,1
New York,Chucky Brown,13
New York,Damone Brown,4
New York,Ernest Brown,1
New York,Roger Brown*,8
New York,Rick Brunson,9
New York,George Bucci,1
New York,Steve Burtt,4
New York,Marty Byrnes,4
New York,Rick Carlisle,5
New York,George Carter,8
New York,Reggie Carter,2
New York,Duane Causwell,11
New York,Lionel Chalmers,1
New York,Lorenzo Charles,1
New York,Derrick Chievous,3
New York,Speedy Claxton,7
New York,Marty Conlon,9
New York,Omar Cook,2
New York,Charlie Criss,8
New York,Billy Cunningham*,11
New York,Lloyd Daniels,5
New York,Terry Dehere,6
New York,Ike Diogu,6
New York,Billy Donovan,1
New York,Quincy Douby,3
New York,Andre Drummond,5
New York,Mike Dunleavy,11
New York,Cleanthony Early,2
New York,Devin Ebanks,3
New York,Franklin Edwards,7
New York,Mario Elie,11
New York,Len Elmore,10
New York,Julius Erving*,16
New York,Vern Fleming,12
New York,Bruce Flowers,1
New York,Jonny Flynn,3
New York,Jeff Foote,1
New York,Jimmer Fredette,5
New York,Channing Frye,11
New York,Sundiata Gaines,3
New York,Taj Gibson,8
New York,Butch Graves,1
New York,Danny Green,8
New York,Sidney Green,10
New York,Tom Gugliotta,13
New York,Rudy Hackett,2
New York,Zendon Hamilton,6
New York,Maurice Harkless,5
New York,Tobias Harris,6
New York,Connie Hawkins*,9
New York,Lazar Hayward,3
New York,Brendan Haywood,13
New York,Roy Hibbert,9
New York,Armond Hill,8
New York,Julius Hodge,2
New York,Geoff Huston,8
New York,Marc Iavaroni,7
New York,Royal Ivey,10
New York,Mark Jackson,17
New York,Mike James,12
New York,Charles Jenkins,2
New York,Cheese Johnson,1
New York,Eric Johnson,1
New York,George Johnson,8
New York,Vinnie Johnson,13
New York,Charles Jones,2
New York,Hutch Jones,2
New York,Kevin Jones,1
New York,Mark Jones,1
New York,Shelton Jones,1
New York,Adonis Jordan,2
New York,Michael Jordan*,15
New York,Kevin Joyce,3
New York,Ryan Kelly,4
New York,Tim Kempton,8
New York,Irv Kiffin,1
New York,Sean Kilpatrick,3
New York,Albert King,9
New York,Bernard King*,14
New York,Toby Knight,4
New York,Mitch Kupchak,9
New York,Christian Laettner,13
New York,Doron Lamb,2
New York,Bob Lanier*,14
New York,Art Long,3
New York,Scott Machado,1
New York,Ollie Mack,3
New York,Stephon Marbury,13
New York,Ricky Marsh,1
New York,Maurice Martin,2
New York,Jamal Mashburn,11
New York,Rodney McCray,10
New York,Scooter McCray,3
New York,Chris McCullough,2
New York,Tom McMillen,11
New York,Eric Mobley,3
New York,Ron Moore,1
New York,John Morton,3
New York,Arnett Moultrie,2
New York,Chris Mullin*,16
New York,Ruben Nembhard,1
New York,Joakim Noah,10
New York,Jimmy O'Brien,4
New York,Kyle O'Quinn,5
New York,Dan O'Sullivan,4
New York,Greg Oden,3
New York,Lamar Odom,14
New York,Tom Owens,12
New York,Walter Palmer,2
New York,Smush Parker,5
New York,Sam Perkins,17
New York,Derrick Phelps,1
New York,Ed Pinckney,12
New York,Harold Pressley,4
New York,Tony Price,1
New York,Andy Rautins,1
New York,Allan Ray,1
New York,Khalid Reeves,6
New York,Billy Reid,1
New York,Terrence Rencher,1
New York,Jerry Reynolds,8
New York,Norm Richardson,1
New York,Marv Roberts,6
New York,Clifford Robinson,18
New York,Jamal Robinson,1
New York,John Roche,8
New York,Sean Rooks,12
New York,Rob Rose,1
New York,Jim Rowinski,2
New York,Derrick Rowland,1
New York,Trevor Ruffin,2
New York,Jeff Ruland,8
New York,John Salley,11
New York,Kenny Satterfield,2
New York,Billy Schaeffer,3
New York,Danny Schayes,18
New York,John Schweitz,2
New York,Charlie Scott,10
New York,Shawnelle Scott,4
New York,Carey Scurry,3
New York,Malik Sealy,8
New York,God Shammgod,1
New York,Steve Sheppard,2
New York,Al Skinner,6
New York,Kenny Smith,10
New York,Michael Smith,3
New York,Randy Smith,12
New York,Russ Smith,2
New York,Ricky Sobers,11
New York,James Southerland,1
New York,Kevin Stacom,6
New York,Lance Stephenson,7
New York,Kebu Stewart,1
New York,Ed Stokes,1
New York,D.J. Strawberry,1
New York,Rod Strickland,17
New York,Chris Taft,1
New York,Roy Tarpley,6
New York,Earl Tatum,4
New York,Oliver Taylor,4
New York,Sebastian Telfair,10
New York,Etan Thomas,9
New York,Irving Thomas,1
New York,Jamel Thomas,2
New York,James Thomas,2
New York,Lance Thomas,6
New York,Trey Thompkins,1
New York,George Thompson,6
New York,Jamaal Tinsley,11
New York,Bernard Toone,1
New York,Edwin Ubiles,1
New York,Charlie Villanueva,11
New York,Foots Walker,10
New York,Kemba Walker,6
New York,John Wallace,7
New York,Pearl Washington,3
New York,Robert Werdann,3
New York,Isaiah Whitehead,1
New York,Fly Williams,1
New York,Gus Williams,11
New York,Kevin Williams,5
New York,Ray Williams,10
New York,Rickey Williams,1
New York,Shammond Williams,7
New York,Brian Winters,9
New York,Dave Wohl,7
New York,Howard Wood,1
New York,Metta World Peace,17
New York,Sam Worthen,2
New York,A.J. Wynder,1
North Carolina,George Adams,3
North Carolina,Darrell Armstrong,14
North Carolina,Anthony Avent,6
North Carolina,Gus Bailey,5
North Carolina,Kent Bazemore,5
North Carolina,DeAndre' Bembry,1
North Carolina,Henry Bibby,9
North Carolina,Wayman Britt,1
North Carolina,Tom Burleson,7
North Carolina,Junior Burrough,1
North Carolina,M.L. Carr,10
North Carolina,Jim Cleamons,9
North Carolina,Richard Coffey,1
North Carolina,Geoff Crompton,5
North Carolina,JamesOn Curry,1
North Carolina,Seth Curry,4
North Carolina,Brad Daugherty,8
North Carolina,Hubert Davis,12
North Carolina,Lee Davis,8
North Carolina,Walter Davis,15
North Carolina,Tony Dawson,2
North Carolina,Kenny Dennard,3
North Carolina,Randy Denton,6
North Carolina,Byron Dinkins,2
North Carolina,Mike Evans,9
North Carolina,Sleepy Floyd,13
North Carolina,Phil Ford,7
North Carolina,Todd Fuller,5
North Carolina,Kenny Gattison,9
North Carolina,P.J. Hairston,2
North Carolina,Reggie Hanson,1
North Carolina,Montrezl Harrell,2
North Carolina,Junior Harrington,3
North Carolina,Dave Henderson,1
North Carolina,John Henson,5
North Carolina,Brian Howard,2
North Carolina,Josh Howard,10
North Carolina,Lou Hudson,13
North Carolina,Othello Hunter,2
North Carolina,Brandon Ingram,1
North Carolina,Bobby Jackson,12
North Carolina,DeMarco Johnson,1
North Carolina,Darius Johnson-Odom,2
North Carolina,Bobby Jones,12
North Carolina,Clarence Kea,2
North Carolina,Goo Kennedy,6
North Carolina,Chris King,3
North Carolina,Rusty LaRue,5
North Carolina,John Lucas,14
North Carolina,Cedric Maxwell,11
North Carolina,Eric Maynor,5
North Carolina,Bob McAdoo*,14
North Carolina,Rashad McCants,4
North Carolina,Jeff McInnis,11
North Carolina,Nate McMillan,12
North Carolina,Jim McMillian,9
North Carolina,Larry McNeill,6
North Carolina,Anthony Morrow,9
North Carolina,Jerrod Mustaf,4
North Carolina,David Noel,1
North Carolina,Chris Paul,12
North Carolina,Sam Pellom,4
North Carolina,Charles Pittman,4
North Carolina,Shavlik Randolph,8
North Carolina,Wayne Robinson,1
North Carolina,Rodney Rogers,12
